Iteration,Residual,Ah,nh,Eh
1,3.389010944500309,-13.447729939360512,-2.1554354934256788,9.816439495065858
2,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
3,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
4,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
5,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
6,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
7,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
8,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
9,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
10,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
11,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
12,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
13,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
14,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
15,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
16,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
17,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
18,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
19,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
20,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
21,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
22,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
23,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
24,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
25,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
26,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
27,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
28,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
29,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
30,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
31,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
32,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
33,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
34,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
35,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
36,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
37,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
38,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
39,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
40,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
41,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
42,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
43,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
44,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
45,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
46,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
47,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
48,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
49,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
50,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
51,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
52,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
53,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
54,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
55,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
56,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
57,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
58,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
59,0.6245445449563605,-15.395851094871762,-0.3823012349471473,9.724982871265441
