Iteration,Residual,A1,n1,E1,Ah,nh,Eh,Teq,k,w,C0,xf
1,3.75718311746213,-19.73975831253691,-1.3939463024418535,10.212926932212902,-11.756195864013293,-1.140345088156324,9.555708710661914,723.6329655243312,0.07270634488277355,-1.861575194568379,8.928209256849,1.0940284175215542
2,1.6202948651340094,-8.780107914691621,-0.6539323737029503,9.510723384203558,-11.513704123508335,-1.3394460778121844,9.567832912670246,864.6982160509401,0.0730583461022494,-0.5106277988357903,9.032850112678876,0.948016004035291
3,0.8976850341089634,-8.79161082327437,-0.6197123457583796,9.511143313168361,-11.513704123508335,-1.216718030604258,9.567832912670246,839.6230342902783,0.0730583461022494,-0.5106277988357903,9.032850112678876,0.9568682266738517
4,0.7251832708099265,-8.437619935683188,-0.4756968584469971,9.985859536744037,-11.513704123508335,-1.269260575218835,9.578029470843513,833.22270336611,0.06648123582781525,-0.5106277988357903,8.797353415346251,1.0102446534704188
5,0.5085673383656464,-7.872183841720419,-0.47524694713018384,9.985859536744037,-11.465642926987456,-1.3352602015812487,9.598390673071462,872.5165089637751,0.061736649668649175,-0.5106277988357903,8.964331844874526,0.9460890899659489
6,0.4828239747488561,-7.872183841720419,-0.47524694713018384,9.985859536744037,-11.483535227137143,-1.3352602015812487,9.598390673071462,872.5165089637751,0.061736649668649175,-0.5106277988357903,8.964331844874526,0.9460890899659489
7,0.4828239747488561,-7.872183841720419,-0.47524694713018384,9.985859536744037,-11.483535227137143,-1.3352602015812487,9.598390673071462,872.5165089637751,0.061736649668649175,-0.5106277988357903,8.964331844874526,0.9460890899659489
8,0.45123049120205105,-19.375289779249197,-1.3286986409331152,10.216940971596303,-11.76323052503769,-1.1116309677264944,9.577623244929972,757.9249449980467,0.07302633731914557,-0.6209471683993553,8.834996527757507,0.9332404928728769
9,0.4437784009652003,-19.26299462350685,-1.3286986409331152,10.216940971596303,-11.76323052503769,-1.1116309677264944,9.577623244929972,757.9249449980467,0.07302633731914557,-0.6209471683993553,8.827482908338734,0.9332404928728769
10,0.4437784009652003,-19.26299462350685,-1.3286986409331152,10.216940971596303,-11.76323052503769,-1.1116309677264944,9.577623244929972,757.9249449980467,0.07302633731914557,-0.6209471683993553,8.827482908338734,0.9332404928728769
11,0.4276690332796312,-19.375289779249194,-1.3286986409331152,10.219376159752578,-11.75079891560729,-1.1178995826500353,9.577623244929972,757.9249449980467,0.07306940041402979,-0.6209471683993553,8.811632685174029,0.933240492872877
12,0.4276690332796312,-19.375289779249194,-1.3286986409331152,10.219376159752578,-11.75079891560729,-1.1178995826500353,9.577623244929972,757.9249449980467,0.07306940041402979,-0.6209471683993553,8.811632685174029,0.933240492872877
13,0.42571059186043453,-19.375289779249197,-1.3286986409331152,10.217308894724708,-11.724807932248714,-1.1074901400601698,9.577623244929972,812.908337212192,0.07302728948274526,-0.5500234007525125,8.791828871083663,0.9332404928728769
14,0.3410623486489582,-19.523892675188712,-1.2694842920409148,10.051399326724082,-11.76323052503769,-1.1317854762519202,9.561521108418912,751.6810730213704,0.07969727150903425,-0.6157330671770062,8.692981732546347,0.9240026302349996
15,0.3410623486489582,-19.523892675188712,-1.2694842920409148,10.051399326724082,-11.76323052503769,-1.1317854762519202,9.561521108418912,751.6810730213704,0.07969727150903425,-0.6157330671770062,8.692981732546347,0.9240026302349996
16,0.3410623486489582,-19.523892675188712,-1.2694842920409148,10.051399326724082,-11.76323052503769,-1.1317854762519202,9.561521108418912,751.6810730213704,0.07969727150903425,-0.6157330671770062,8.692981732546347,0.9240026302349996
17,0.3356943447132032,-19.346981133147125,-1.3286986409331152,10.21708314266653,-11.709161127039312,-1.116885924112388,9.577692099960222,757.3612736763349,0.07285290070067282,-0.6207339862888273,8.819438728556069,0.933240492872877
18,0.3356943447132032,-19.346981133147125,-1.3286986409331152,10.21708314266653,-11.709161127039312,-1.116885924112388,9.577692099960222,757.3612736763349,0.07285290070067282,-0.6207339862888273,8.819438728556069,0.933240492872877
19,0.3356943447132032,-19.346981133147125,-1.3286986409331152,10.21708314266653,-11.709161127039312,-1.116885924112388,9.577692099960222,757.3612736763349,0.07285290070067282,-0.6207339862888273,8.819438728556069,0.933240492872877
20,0.3356943447132032,-19.346981133147125,-1.3286986409331152,10.21708314266653,-11.709161127039312,-1.116885924112388,9.577692099960222,757.3612736763349,0.07285290070067282,-0.6207339862888273,8.819438728556069,0.933240492872877
21,0.3356943447132032,-19.346981133147125,-1.3286986409331152,10.21708314266653,-11.709161127039312,-1.116885924112388,9.577692099960222,757.3612736763349,0.07285290070067282,-0.6207339862888273,8.819438728556069,0.933240492872877
22,0.3216774986892636,-19.462835081322375,-1.2809752946158506,10.220308561978815,-11.653076062215113,-1.1188636226689974,9.576683312065363,761.2302053635028,0.07288523257799026,-0.6145402540026861,8.827135383881828,0.9339457929725149
23,0.3216774986892636,-19.462835081322375,-1.2809752946158506,10.220308561978815,-11.653076062215113,-1.1188636226689974,9.576683312065363,761.2302053635028,0.07288523257799026,-0.6145402540026861,8.827135383881828,0.9339457929725149
24,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
25,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
26,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
27,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
28,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
29,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
30,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
31,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
32,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
33,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
34,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
35,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
36,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
37,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
38,0.30658130920023813,-19.5058934892947,-1.2411534236890764,10.217007904044287,-11.682273761303126,-1.1223713736737333,9.576516014217846,761.2362050073693,0.07298285273822275,-0.6118039042800636,8.82825265597278,0.9364307241976688
39,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
40,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
41,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
42,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
43,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
44,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
45,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
46,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
47,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
48,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
49,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
50,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
51,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
52,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
53,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
54,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
55,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
56,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
57,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
58,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
59,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
60,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
61,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
62,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
63,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
64,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
65,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
66,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
67,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
68,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
69,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
70,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
71,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
72,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
73,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
74,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
75,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
76,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
77,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
78,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
79,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
80,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
81,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
82,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
83,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
84,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
85,0.2605270004132844,-19.459409268541314,-1.2358948816393753,10.216477151227162,-11.652559386682842,-1.120346499648277,9.576931098180143,760.6407913264494,0.07297169523255079,-0.6110705675143585,8.817615911003697,0.934833359709389
